title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,category,links
Cailles farcies sauce aux morilles,4.9,9,1.3k,33,1 h,4,facile,Coût moyen,30 min,30 min,"[""cailles ,si possible directement de chez l'éleveur"", 'g de poireau en julienne', 'g de céleri pomme en petits dés', 'g de lard fumé en petits dés', 'g de morilles', 'cl de lait', ""g d'échalote"", 'cuillères à café de farine', 'cl de cognac', 'cl de vin blanc', 'cuillères à soupe de crème fraîche', 'sel', 'poivre du moulin', ""huile d'olive""]","Rincer les cailles à l'eau froide,les déposer dans 1 lèche-frite, saler, poivrer, arroser légèrement avec l'huile, mettre au four au maximum à 300°C. Rôtir puis retourner, sortir, laisser refroidir. Faire revenir dans 1 poêle les légumes et le lard, saler et poiver légèrement, mouiller avec un peu de vin, couvrir et laisser mijoter quelques minutes. Farcir les cailles avec ce mélange et laisser en attente. Cuire les morilles dans le lait pendant environ 15 mn. Faire revenir dans une noix de beurre les échalotes, ajouter la farine, verser les 2 dl de vin blanc et remuer pour éviter les grumeaux. Laisser mijoter jusqu'à épaississement, puis ajouter le cognac. Laisser 3 mn à feu doux, puis ajouter la crème selon la fluidité de la sauce. Ajouter les morilles, tenir au chaud. Remettre les cailles au four (toujours à 300°C, ou au maximum) couvertes de papier d'alu env 20 mn. Servir avec des nouillettes et une salade verte.",meal,https://www.marmiton.org/recettes/recette_cailles-farcies-sauce-aux-morilles_13695.aspx
Cailles à la moutarde et au miel,4.8,253,9.7k,248,1h10,4,très facile,Coût moyen,10 min,1 h,"['cailles', 'cuillères à soupe de miel', 'g de beurre', 'cuillères à soupe de moutarde forte', 'sel', 'poivre']","Faire fondre à feu doux le beurre et le miel, puis hors du feu, ajouter la moutarde le sel et le poivre. Badigeonner les cailles avec ce mélange onctueux dans un plat allant au four. Recouvrir le plat d'un papier aluminium et laisser reposer 2 heures à température ambiante ou une nuit au frigo. Allumer le four 210°C (thermostat 7). Mettre le plat couvert d'alu dans le four chaud pendant 25 min puis retirer l'alu et poursuivre la cuisson encore 25 à 30 min en arrosant souvent avec la sauce. Servir les cailles dorées accompagnées de tagliatelles au citron par exemple",meal,https://www.marmiton.org/recettes/recette_cailles-a-la-moutarde-et-au-miel_22222.aspx
Caille farcie,4.3,4,946,30,55 min,2,très facile,Coût moyen,15 min,40 min,"['caille par personnes', 'barquette de lardons', 'petit suisse par personne', 'poivre', 'sel', 'persil frais haché', 'beurre']","En fait, on peut farcir les cailles de plusieurs façons, je les prépare comme suit... Mélanger dans une terrine les lardons, les petits suisses, le persil et du poivre, un peu de sel si nécessaire. Farcir les cailles avec la préparation, les disposer dans un plat à four et mettre à cuir au four pendant 40-50 minutes (thermostat 7). Disposer sur chaque caille une noisette de beurre et arroser en cours de cuisson pour éviter que les cailles ne sèchent.",meal,https://www.marmiton.org/recettes/recette_caille-farcie_12433.aspx
Cailles farcies,4.8,27,2.9k,143,1h20,4,très facile,bon marché,1 h,20 min,"['cailles bien dodues', 'g de chair à saucisse', 'cèpes', 'tranches de pain de mie', 'oeuf', 'échalotes', 'cl de lait', 'poivre', 'sel', 'persil', 'g de beurre', 'cl de porto', 'cl de vin blanc', 'cl de fond de veau clair']","Faire une farce avec les cèpes sautés, hachés et la chair à saucisse, les échalotes hachées, le persil, la mie de pain trempée dans un peu de lait tiède. Assaisonner et lier avec l'oeuf. Oter l'os du bréchet et farcir les cailles. Les rôtir de tous côtés dans une sauteuse, dégraisser avec le porto et le vin blanc. Mouiller avec le fond de veau et terminer la cuisson des cailles dans ce jus au four doux(160°C thermostat 5-6) en les arrosant régulièrement pendant 20 minutes. Retirer les cailles. Passer la sauce, la faire réduire et la remonter au beurre. Dresser les cailles sur un plat et accompagner de pommes pailles.",meal,https://www.marmiton.org/recettes/recette_cailles-farcies_12542.aspx
Cailles aux marrons,4.6,38,6.4k,51,45 min,6,très facile,bon marché,15 min,30 min,"['cailles', 'g de marrons (en boîte, ou sous vide)', 'g de lardons fumés', ""g de champignon (au choix, plus ils sont parfumés mieux c'est, cela dépend de vos finances...)"", 'oignons', 'briques (= 2 x 20 cl) de crème fraîche liquide']","Faire dorer les cailles à feu moyen dans une cocotte, il n'est pas nécessaire de mettre de beurre, les cailles sont souvent un peu grasses. Les tourner régulièrement pour qu'elles colorent de tous les côtés (jeter de temps en temps la graisse de cuisson). Quand elles sont bien dorées, couvrir la cocotte et laisser mijoter. PENDANT CE TEMPS : Dans une casserole à fond épais, faire fondre les oignons émincés dans un peu d'huile. Quand ils sont translucides, ajouter les champignons émincés. Quand ceux-ci ont rendu leur eau de végétation, ajouter les lardons. Quand tout est cuit, ajouter les marrons, puis la crème et mélanger. Faire un peu épaissir la crème à feu doux. AVANT DE SERVIR : Poser les cailles sur le lit de marrons, lardons crème... laisser chauffer ensemble quelques instants.",meal,https://www.marmiton.org/recettes/recette_cailles-aux-marrons_33559.aspx
Cailles aux pruneaux et au foie gras,4.8,14,832,10,1 h,4,facile,Coût moyen,30 min,30 min,"['cailles', 'petite boîte de foie gras ou de mousse de foie gras (120 g environ)', ""g de pruneau d'agen"", 'g de poitrine de porc maigre', 'oignons', 'branche de céleri', 'cl de vin blanc sec', 'orange non traitée', 'g de beurre', ""cuillères à soupe d'huile d'arachide"", 'thym', 'feuille de laurier', 'poivre', 'sel']","Divisez le foie gras en quatre parts égales. Salez et poivrez l'intérieur des cailles, puis glissez-y un morceau de foie gras. Bien les ficeler avec une ficelle de cuisine. Mettez les pruneaux dans une petite casserole avec le vin blanc. Portez doucement à ébullition, puis éteignez le feu et couvrez. Laissez gonfler les pruneaux. Découpez la poitrine en petits lardons. Pelez et émincez finement les oignons. Pelez la branche de céleri avec un couteau économe pour en ôter les fils. Coupez-la en petits bâtonnets. Prélevez le zeste de l'orange. Plongez-le 1 mn dans l'eau bouillante, égouttez-le, rafraîchissez-le et découpez-le en filaments très fins. Dans une cocotte, faites chauffer le beurre et l'huile et faites dorer les cailles à feu vif. Quand elles sont bien dorées, sortez-les de la cocotte et réservez-les sur une assiette. A leur place, faites dorer les lardons. Retirez-les,  puis faites fondre les oignons et le céleri. Grattez bien le fond de la cocotte avec une cuillère en bois pour détacher les sucs de cuisson. Remettez cailles et lardons dans la cocotte. Ajoutez le zeste d'orange, les pruneaux et leur jus, le tym et le laurier. Salez et poivrez. Couvrez et laissez cuire 20 mn. Au moment de servir, déposez les cailles et les pruneaux dans un plat de service chaud. Faites bouillir sur feu vif le jus restant dans la cocotte pour l'épaissir. Nappez-en les cailles, servez aussitôt.",meal,https://www.marmiton.org/recettes/recette_cailles-aux-pruneaux-et-au-foie-gras_16325.aspx
Rillettes de confit de canard,4,6,3.9k,7,20 min,8,très facile,Coût moyen,20 min,no data,"['boîte de confit de canard', 'ail', 'poivre']","Dans une terrine, effilochez la chair du confit de canard en ayant pris soin d'ôter la graisse et la peau. Ajoutez de l'ail haché ou pressé et du poivre au goût. Réservez au frais quelques heures. S'utilise chaud ou froid à l'apéritif sur du pain, des toasts, ou en entrée avec une salade et du magret séché. Avec ce qui reste de ma terrine, je garni un fond de plat à gratin, je mets de la purée dessus, du gruyère râpé et ça fait un excellent Parmentier au confit de canard. Se conserve très bien au réfrigérateur.",meal,https://www.marmiton.org/recettes/recette_rillettes-de-confit-de-canard_67470.aspx
Magret de canard rôti aux mendiants,4.7,22,3.5k,38,30 min,4,très facile,bon marché,15 min,15 min,"['magrets de canard', 'pruneaux', 'abricots secs', 'g de raisins secs', 'cuillères à soupe de sauce soja', 'cuillère à café de sucre', 'cuillère à café de muscade', 'poivre', 'sel']","Mettre tous les fruits secs dans un bol d'eau très chaude. Laisser reposer. Préchauffer le four à 210°C. Entailler la graisse des magrets. Disposer les fruits secs sur la chair d'un des magrets. Saupoudrer de sucre, noix de muscade, sel et poivre. Disposer le deuxième magret par dessus. Ficelez. Enfourner pour 25 min de cuisson. Retourner à mi-cuisson. Arroser de sauce soja et servir.",meal,https://www.marmiton.org/recettes/recette_magret-de-canard-roti-aux-mendiants_21071.aspx
Magret de canard au miel et au vinaigre de framboise,4.5,121,8.8k,68,45 min,4,facile,Coût moyen,30 min,15 min,"['magret de canard ou filet', ""g d'échalote"", 'cl de vinaigre de framboise', 'cuillère de miel']","Faire cuire le magret avec la peau mais jeter un peu de graisse. Retirer le magret puis faire revenir les échalotes bien dorées, puis le miel et enfin ajouter le vinaigre de framboises. Accompagné de pommes de terres sautées, ce plat est un régal !",meal,https://www.marmiton.org/recettes/recette_magret-de-canard-au-miel-et-au-vinaigre-de-framboise_15296.aspx
Cuisse de canard confite au cidre,4.8,62,4.6k,56,1h10,4,facile,Coût moyen,10 min,1 h,"['cuisses de canard', 'saucisses de canard', 'g de lardons', 'cl de cidre brut', 'pommes de terre coupée en 4', 'cl de crème fraîche', 'échalotes', 'oignon', ""gousse d'ail"", 'carottes en rondelle']","Faire revenir sans graisse dans 1 cocotte les cuisses des 2 cotés d'abord coté peau et laissé dorer, puis réserver. Faire juste dorer les pommes de terre avec la graisse des cuisses puis les échalotes, l'ail, l'oignon, et les lardons, puis réserver sans jeter la graisse. Verser dans cocotte le cidre puis ajouter les cuisses et le reste des ingrédients (sans les pommes de terre qui seront ajoutées à 40 mn de servir) et faites mijoter 1 h 30 à découvert. Ajouter la crème fraîche, laisser encore chauffer 10 min et servir.",meal,https://www.marmiton.org/recettes/recette_cuisse-de-canard-confite-au-cidre_44998.aspx
Rôti de magret ou filet de canard aux abricots secs,4.8,28,4.6k,45,1h10,6,facile,Coût moyen,30 min,40 min,"['magrets de canard ou filets de canard', 'g de beurre', 'abricots secs', 'bouillons cube de volaille', 'poivre', 'sel', 'ficelle à rôti']","- Préchauffez le four thermostat 7 (210°C). - Sortez le beurre pour qu'il ramollisse. - Si besoin est, ôtez les restes de picots de plume sur les filets ou magrets. - Entaillez en faisant des croisillons la peau grasse des filets ou magrets avec un couteau tranchant sans atteindre de préférence la chair. - Badigeonnez la chair avec le beurre en pommade, salez et poivrez. - Disposez 10 abricots secs sur la chair d'un des filets ou magrets côté chair, recouvrez avec un deuxième filet ou magret. Puis ficelez comme un rôti. - Faire de même pour le second rôti. - Posez-les dans un plat allant au four. Ajoutez un verre d'eau avec les bouillons cube émiettés dans le fond du plat. - Enfournez et faites cuire 20 min en arrosant souvent avec le jus de cuisson. Retournez les rôtis et refaire cuire 20 min en arrosant de nouveau. - Laisser reposer 10 min les rôtis emballés dans du papier aluminium avant de les découper. - Ce plat s'accompagne très bien d'une purée maison écrasée à la fourchette ou au pilon - Bon appétit à tous",meal,https://www.marmiton.org/recettes/recette_roti-de-magret-ou-filet-de-canard-aux-abricots-secs_164443.aspx
Magrets de canard au miel,4.7,243,31k,55,20 min,2,facile,assez cher,10 min,10 min,"['magrets de canard gras', ""cuillères à soupe de miel 'mille fleurs' ou autre"", 'cuillères à café de vinaigre balsamique', 'sel']","Inciser les magrets côté peau en quadrillage sans couper la viande. Cuire les magrets à feu vif dans une cocotte en fonte, en commençant par le coté peau. Le temps de cuisson dépend du fait qu'on aime la viande plus ou moins saignante. Compter environ 5 min de chaque côté. Retirer régulièrement la graisse en cours de cuisson. Réserver les magrets au chaud (au four, couverts par une feuille d'aluminium). Déglacer la cocotte avec le miel et le vinaigre balsamique. Ne pas faire bouillir, la préparation tournerait au caramel. Bien poivrer. Mettre en saucière accompagnant le magret coupé en tranches. Comme accompagnement, je suggère des petits navets glacés (cuits à l'eau puis passés au beurre avec un peu de sucre).",meal,https://www.marmiton.org/recettes/recette_magrets-de-canard-au-miel_11774.aspx
canard roti au four,4.2,5,907,115,1h30,4,facile,Coût moyen,15 min,1h15,"[""canard d'environ 1,2 kg"", 'g de beurre ou margarine', 'poivre', 'sel']","Faites chauffer 40 g de beurre ou margarine dans une cocotte. Mettez-y le canard à revenir. Lorsqu'il est bien doré de toute part, salez et poivrez-le. Mettez la cocotte dans le four chaud (200°C - thermostat 6/7) sans couvrir. Laissez cuire 40 à 45 min en arrosant souvent. Découpez le canard. Mettez les morceaux dans un plat. Délayez le jus de cuisson resté dans la cocotte avec quelques cuillères à soupe d'eau bouillante. Remettre sur le feu en grattant le fond avec une cuillère en bois. Laissez bouillir quelques instant. Versez la sauce dans une saucière chaude et dégustez !",meal,https://www.marmiton.org/recettes/recette_canard-roti-au-four_38895.aspx
Confit de canard,4.6,16,1.7k,30,3h20,4,très facile,Coût moyen,20 min,3 h,"['cuisses de canard', 'kg de canard', 'gros sel et poivre']","La veille, frotter les cuisses de canard avec du gros sel, puis les mettre dans une terrine et les laisser au frais pendant une nuit. Le lendemain, enlever le maximum de sel. Rincer rapidement, essuyer, puis mettre à cuire dans la graisse à feu doux pendant trois heures. On peut les conserver dans un bocal plein de graisse pendans un mois.",meal,https://www.marmiton.org/recettes/recette_confit-de-canard_13512.aspx
Aiguillette de canard au miel,4.8,54,4.5k,68,25 min,6,très facile,Coût moyen,10 min,15 min,"[""g d'aiguillette de canard"", 'cuillère à soupe de miel', 'cuillère à café de fond de veau', 'cl de crème fraîche semi-liquide', 'g de beurre', 'poivre', 'sel']","Faites chauffer le beurre dans une sauteuse, faites-y revenir les aiguillettes 3 à 4 min de chaque côtés (à voir selon la cuisson désiré) à feu vif en les tournant à mi-cuisson. Salez, poivrez. Sortez-les et gardez-les au chaud. Ensuite, mettez la crème fraîche dans la sauteuse, la cuillére de miel, le fond de veau, remuez et laissez à peine frémir. Je vous conseille néanmoins de goûter la sauce pendant la cuisson afin de pouvoir ajouter un peu plus de créme ou de miel selon votre goût. C'est prêt !",meal,https://www.marmiton.org/recettes/recette_aiguillette-de-canard-au-miel_66115.aspx
Tourte au confit de canard,4.8,36,2.6k,37,50 min,4,facile,Coût moyen,30 min,20 min,"['pâte brisée', 'g de pomme de terre précuites (vapeur)', 'g de confit de canard', 'cl de crème fraîche', 'oeuf', 'poivre', 'sel']","Faites un fond de pâte brisée. Remplir alternativement de pommes de terre et le confit émietté. Couvrez de pâte sans oublier de faire un trou au centre (la 'cheminée') et badigeonnez d'œuf battu à l'aide d'un pinceau. Ajoutez par la cheminée le mélange : la crème fraîche, l'œuf battu, le sel et le poivre. Cuisez au four à feu moyen 20 minutes. Servez chaud.",meal,https://www.marmiton.org/recettes/recette_tourte-au-confit-de-canard_15856.aspx
Baeckeoffe de canard aux épices de Noël et fruits secs,4.9,41,2.0k,15,5 h,10,facile,Coût moyen,1 h,4 h,"['kg de pomme de terre', ""g d'épices pour pain d'épices"", 'g de raisins secs', 'g de pistaches', 'g de pruneau', ""g d'abricot secs"", 'g de carotte', 'g de poireau', ""g d'oignon"", ""g d'ail"", 'cuisse de canard', 'g de gros sel', 'poivre', 'bouteille de riesling']","Mettre la moitié des pommes de terre dans le fond de la terrine. Rajouter la moitié des légumes et des fruits secs, la viande, les épices, le sel, le poivre. Couvrir avec le reste de légumes et de fruits secs, les pommes de terre, puis arroser avec le vin blanc jusqu'à hauteur. Cuire au minimum 3 h 30 à 4 h à 180°C (Th 6).",meal,https://www.marmiton.org/recettes/recette_baeckeoffe-de-canard-aux-epices-de-noel-et-fruits-secs_53647.aspx
Farce à chapon,4.8,46,3.4k,60,10 min,6,facile,Coût moyen,10 min,no data,"['boudins blancs', 'tranches de jambon cru', 'magret de canard', 'pain au lait trempé dans 10 cl de lait', 'poivre', 'sel']","Enlever la peau des boudins blancs et du magret de canard, le gras du jambon. Hacher le tout dans un mixer, pas trop longtemps pour ne pas avoir la consistance bouillie. Ajouter le petit pain trempé dans le lait, saler, poivrer. Farcir la volaille, et fermer l'ouverture avec du fil et une aiguille. 
Faire cuire votre volaille comme habituellement et selon la grosseur. 
Un vrai régal...",meal,https://www.marmiton.org/recettes/recette_farce-a-chapon_35235.aspx
