title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,category,links
Shooters d'huîtres pour l'apéro,5,2,371,10,25 min,4,très facile,Coût moyen,20 min,5 min,"['huîtres (bretonnes bien sûr)', 'échalote hachée', 'carotte râpée', 'ciboulette + quelques unes pour le décor', 'cl de muscadet', 'pincée de piment en poudre', 'g de beurre demi-sel', 'poivre', 'verres de liqueur cylindriques assez hauts)']","Ouvrir les huîtres, récupérer leur eau et la filtrer au travers d'une mousseline. Faire fondre le beurre dans une poêle et y mettre à fondre l'échalote, sans la laisser brunir surtout!! Ajouter la carotte râpée dès que l'échalote est translucide ainsi que les tiges de ciboulette finement ciselées. Mouiller avec le muscadet et l'eau des huîtres. Augmenter le feu et laisser réduire (à découvert bien sûr!!) environ 5 min. Poivrer et pimenter (subtil hein le piment!!). Surtout ne pas saler à cause du beurre et des huîtres qui contiennent déjà du sel. Ajouter les huîtres, remuer et retirer tout de suite du feu. Répartir les huîtres dans les shooters (4 par verre) ainsi que le bouillon. Décorer chaque verre de tiges de ciboulette dédoublées et ""frisées"" au ciseau comme pour du bolduc. Déguster froid ou tiède avec un pic planté dans chaque verre pour faciliter la saisie des huîtres.",aperitif/starter,https://www.marmiton.org/recettes/recette_shooters-d-huitres-pour-l-apero_72059.aspx
Huîtres gratinées,4.4,5,1.8k,104,50 min,2,très facile,Coût moyen,30 min,20 min,"['huîtres', 'échalote', 'vin blanc sec', 'chapelure']","Ouvrir les huîtres, vider l'eau et couper le ""tendon"". Hacher très finement l'échalote puis en mettre sur les huîtres. saupoudrer de chapelure puis mouiller avec le vin blanc en prenant garde à de pas noyer la coquille. Le tout doit rester légèrement humide et non mouillé. Mettre au four à 200°C pendant une dizaine de minutes puis gratiner 10 min de plus afin d'obtenir une chapelure roussie. Servir chaud.",aperitif/starter,https://www.marmiton.org/recettes/recette_huitres-gratinees_34087.aspx
Tartare d'huîtres et crevettes,4.4,5,1.4k,22,30 min,4,facile,assez cher,30 min,no data,"['huîtres', 'crevettes', 'échalotes', 'persil', 'ciboulette', 'citron', 'oeuf', ""huile d'olive"", 'câpres', 'sauce worcester (facultatif)']","Préparer ce plat le plus près possible de l'heure du repas pour lui conserver toute sa fraîcheur. Faire un bol (au 2/3 ) de mayonnaise à l'huile d'olive. Décortiquer les crevettes et les hacher au couteau. Hacher au hachoir les fines herbes et les échalotes. Incorporer le tout à la mayonnaise, ajouter un tour de moulin, deux cuillers à café de câpres et le jus du citron. Si vous le souhaitez quelques gouttes de sauce Worcester (si vous le souhaitez). Ouvrir les huîtres et leur faire rendre leur eau. Les retirer de la coquilles et laisser égoutter le temps qu'elles rendent la deuxième eau. Laver les coquilles et les égoutter tête en bas. Hacher les huîtres au couteau et les incorporer au mélange. Remplir les coquilles avec le mélange. Présenter les huitres sur un lit de glace pilée ou de gros sel.",aperitif/starter,https://www.marmiton.org/recettes/recette_tartare-d-huitres-et-crevettes_20235.aspx
Huîtres chaudes au foie gras,4.4,8,883,30,17 min,24,très facile,assez cher,15 min,2 min,"['huîtres creuses de taille moyenne (n°3, ou n°4)', 'morceaux de foie gras mi-cuit (cubes de 1,5 cm)', ""piment d'espelette (ou à défaut moulin à poivre)""]","Ouvrir les huîtres. Vider l'eau, et attendre qu'elles fassent leur deuxième eau, et les vider à nouveau. Disposer sur chaque huître, un cube de foie gras. Ajouter une petite pincée de piment d'espelette (ou un tour de moulin). Passer au grill 2 min environ.",aperitif/starter,https://www.marmiton.org/recettes/recette_huitres-chaudes-au-foie-gras_43494.aspx
Huîtres chaudes au champagne,4.9,36,7.5k,213,30 min,4,facile,Coût moyen,20 min,10 min,"['huîtres', 'cl de crème fraîche', 'g de beurre', 'cl de champagne', ""jaunes d'oeuf"", 'brin de ciboulette', 'poivre']","Ouvrez les huîtres, décoquillez-les et filtrez l'eau rendue. Faîtes fondre le beurre. Ajoutez la crème fraîche, 7 cl de champagne et environ 15 cl d'eau filtrée. Pochez les huîtres dans ce mélange environ 10 minutes. Egouttez-les et faites réduire la sauce de moitiée à feu doux. Fouettez les jaunes d'oeuf avec 2 cuillères à soupe de champagne. Placez dans un bain-marie chaud et faites épaissir en fouettant. Incorporez ce sabayon à la sauce réduite. Poivrez et ajoutez la ciboulette ciselée et le champagne restant. Remettez les huîtres dans les coquilles vides, nappez de sauce et faites gratiner 3 minutes sous le grill du four. Servez bien chaud.",aperitif/starter,https://www.marmiton.org/recettes/recette_huitres-chaudes-au-champagne_27667.aspx
Huîtres panées,5,1,371,4,20 min,2,très facile,Coût moyen,15 min,5 min,"['huîtres', 'cuillère à soupe de farine', 'oeuf', 'chapelure', 'g de beurre']","Ouvrir les coquilles et récupérer les huîtres. Préparer 3 assiettes avec la farine, puis l'oeuf battu et la chapelure. Tremper les huîtres dans la farine, puis l'oeuf et enfin la chapelure et déposer tout de suite dans une poêle avec le beurre chaud. Faire paner ainsi les huîtres et les servir sur des toasts.",aperitif/starter,https://www.marmiton.org/recettes/recette_huitres-panees_20679.aspx
Huîtres gratinées toutes simples,4.7,3,283,1,35 min,4,très facile,Coût moyen,30 min,5 min,"['huîtres petites à moyennes, bien pleines', 'emmental râpé']","Ouvrir les huîtres, les poser sur une lèchefrite, mettre un tout petit peu (quelques fils) de fromage rapé sur chaque huître. Mettre sous le grill du four, quelques minutes (le temps que le fromage fonde et que l'huître devienne opaque). Servir tout de suite.",aperitif/starter,https://www.marmiton.org/recettes/recette_huitres-gratinees-toutes-simples_54629.aspx
Ravioles sauce porto foie gras,5,4,326,1,17 min,2,facile,assez cher,2 min,15 min,"['plaques de raviole', 'g de foie gras', 'cuillères à soupe de porto', 'cl de crème liquide', 'poivre concassé', 'sel']","Dans une poêle, à feu doux, faire fondre le foie gras. Saler et poivrer selon le goût. Déglacer avec le porto. Mélanger jusqu'à l'obtention d'une texture homogène. La quantité du porto peut être augmentée en fonction des goûts de chacun. Ajouter la crème. Attendre que la crème épaississe. Plonger, dans de l'eau bouillante salée, les ravioles. Les égoutter avec délicatesse (avec un écumoire) lorsqu'elles remontent à la surface de l'eau. C'est cuit ! Placer les ravioles dans l'assiette et napper de la sauce. Bon appétit !",aperitif/starter,https://www.marmiton.org/recettes/recette_ravioles-sauce-porto-foie-gras_169627.aspx
Ravioles Saint Jacques - Crevettes,0,0,330,4,1h42,6,difficile,Coût moyen,1h30,12 min,"['g de farine de blé', 'oeufs', 'pincée de sel', ""filet d'huile d'olive"", 'noix de saint-jacques', 'crevettes moyennes décortiquées', 'blanc de poireaux', 'cuillères à soupe de crème fraîche', 'pincée de muscade en poudre', 'carottes moyennes', 'cuillères à café de curry', 'g de fromage ail et fines herbes', 'g de beurre', ""cuillère à soupe d'huile d'olive""]","Préparation de la pâte : Mettre les 400 g de farine dans un saladier assez grand, faire un puits et y incorporer les 4 œufs, ajouter le sel et le filet d'huile d'olive. Malaxer à la main jusqu'à former une boule de pâte homogène. Si la pâte colle, ne pas hésiter à rajouter un peu de farine. Si la pâte est trop farineuse, ajouter un peu d'eau. Réserver la pâte au réfrigérateur pendant une heure. Pendant que la pâte repose, faire cuire les poireaux et les carottes. Lorsque les poireaux sont cuits, incorporer la crème et la muscade. Écraser le tout avec une fourchette tout en mélangeant afin d'obtenir une fondue assez onctueuse. Réserver. Lorsque les carottes sont cuites, faire un ""écrasé de carottes"" avec une fourchette et y incorporer le curry. Réserver. Faire cuire les noix de saint jacques 2-3 minutes de chaque côté (selon la grosseur) dans un peu de beurre additionné de deux cuillères à soupe d'huile d'olive. Sortir la pâte du réfrigérateur et l'étaler à l'aide d'un rouleau à pâtisserie ou d'une machine à pâte (que je conseille pour obtenir une pâte pas trop épaisse). Monter les ravioles : Noix de Saint Jacques avec la fondue de poireau Crevettes avec l'écrasé de carottes au curry Crevettes avec un morceau de fromage ail et fines herbes. Une fois les ravioles montées, les cuire au ""cuit vapeur"" entre 10 et 12 minutes. Servir chaud. Ne pas hésiter à fariner régulièrement le plan de travail, la pâte et les ravioles pour éviter que ça colle.",aperitif/starter,https://www.marmiton.org/recettes/recette_ravioles-saint-jacques-crevettes_194931.aspx
Salade de ravioles au saumon,4.8,18,7.9k,4,14 min,3,très facile,bon marché,10 min,4 min,"['salade verte', 'plaques de raviole de romans congelées', 'saumon fumé (4 tranches)', 'parmesan', ""huile d'olive"", 'vinaigre de vin + balsamique', 'échalote', 'persil selon goût', 'poivre', 'sel']","Assaisonner la salade, couper le saumon en petites lamelles. Préparer directement dans les assiettes : la salade verte assaisonnée, déposer dessus les lamelles de saumon. Faire chauffer de l'huile d'olive dans une poêle et y faire rissoler les plaques de ravioles défaites en petits morceaux dès leur sortie du congélateur, pour qu'elles ne se ramollissent pas. Dès qu'elles sont dorées, répartir les ravioles dans les assiettes à côté de la salade, parsemer de parmesan râpé ou émincé et servir aussitôt.",aperitif/starter,https://www.marmiton.org/recettes/recette_salade-de-ravioles-au-saumon_27372.aspx
Raviole de fois gras châtaigne et bouillon de cèpe,4.5,2,164,3,2h05,4,difficile,assez cher,2 h,5 min,"['feuilles de pâte à ravioles japonaise', 'g de châtaigne sous-vide', 'g de foie gras mi-cuit', 'poulets', 'g de cèpes séchés', 'oignon', 'carotte', 'bouquet garni', ""blancs d'oeuf""]","Tailler l'oignon et la carotte en gros dés. Dans une casserole, mettre les deux poulets avec de l'eau à couvert, porter à ébullition, écumer, puis ajouter oignon et carotte, bouquet garni et cèpes séchés. Laisser cuire tranquillement. Concasser grossièrement les châtaignes. Travailler le foie gras à la spatule pour le rendre pommade, puis incorporer les châtaignes délicatement. Rectifier l'assaisonnement et mettre en poche. Disposer les pâtes à raviole, les garnir et les refermer en les collant au blanc d'oeuf. Passer le bouillon au chinois et y pocher les ravioles quelques minutes. Dresser.",aperitif/starter,https://www.marmiton.org/recettes/recette_raviole-de-fois-gras-chataigne-et-bouillon-de-cepe_174822.aspx
Bouillon de ravioles aux petits légumes,5,3,815,0,50 min,2,très facile,Coût moyen,20 min,30 min,"['plaques de raviole de royan', 'botte de carotte nouvelles', 'navets oranges', 'poireaux', 'g de parmesan', 'poulet', 'coriandre en grains', 'origan', ""cube de bouillon de volaille dilués dans 1 l d'eau bouillante""]","Faire bouillir, pendant 15 min à feu doux, la carcasse de poulet avec la coriandre et l'origan dans 1 litre d'eau environ. Retirer les morceaux d'os et de peau, et garder seulement le liquide; saler et poivrer. Ajouter les légumes coupés grossièrement et laisser cuire à feu moyen pendant 5 min. Ajouter les ravioles et laisser mijoter à feu doux 10 min environ. Servir et napper de parmesan.",aperitif/starter,https://www.marmiton.org/recettes/recette_bouillon-de-ravioles-aux-petits-legumes_52187.aspx
Ravioles de gambas,4.5,2,287,3,50 min,4,Niveau moyen,Coût moyen,45 min,5 min,"['feuilles de pâte à raviole chinoise', 'g de gambas non décortiquées', 'oeuf', 'échalotes', 'cl de crème liquide', 'cerfeuil', 'g de parmesan', 'fond blanc de volaille', 'g de chèvre frais', 'jus de citron', ""g d'épinards frais"", 'sel', 'poivre']","Décortiquer les gambas sauf 4 où il faut laisser la tête (avec le corps décortiqué) pour le décor. Hacher les gambas avec un peu de cerfeuil, un blanc d'oeuf, le parmesan, une échalote, du sel, du poivre, un jus de citron. Disposer des petits tas de farce au centre des 8 feuilles de raviole, coller la deuxième parties dessus avec le jaune d'oeuf, et laisser sécher 10 min. Préparer les épinards (équeuter, laver), et les suer au beurre avec les échalotes ciselées, sel et poivre. Diviser en 2 la préparation (une partie va servir a faire la sauce, l'autre se placera au centre de l'assiette). Sauce : mixer les épinards avec le chèvre frais, la crème liquide, et assaisonner. Faire cuire les ravioles dans un grand volume d'eau salé (en plusieurs fois) pendant 3 à 4 min. Faire cuire les 4 gambas qui restent à la poêle avec un peu de beurre ou d'huile d'olive (vous pouvez les faire flamber). Dresser les épinards, les ravioles, la gambas, quelques traits de sauce, et servir.",aperitif/starter,https://www.marmiton.org/recettes/recette_ravioles-de-gambas_172938.aspx
Gratin de ravioles et épinards,4.9,40,5.6k,42,30 min,3,très facile,bon marché,10 min,20 min,"['plaques de raviole de romans', ""g d'épinards frais (ou surgelés)"", 'cl de crème fraîche', 'g de gruyère râpé', 'muscade', 'g de beurre', 'poivre', 'sel']","Faire fondre les épinards dans le beurre, puis ajouter le noix de muscade, sel et poivre. Faire préchauffer votre four. Dans un plat, alterner une couche d'épinards, une couche de ravioles et ainsi de suite. Terminer par les épinards. Ajouter les crème fraîche. Parsemer de gruyère. Et enfourner 20 mn environ. C'est prêt. Vous pouvez également le servir en entrée sur un fond de pâte feuilletée, mais c'est plus lourd, accompagné d'une salade et de quelques copeaux de jambon cru ; ceci dit, c'est très bon.",aperitif/starter,https://www.marmiton.org/recettes/recette_gratin-de-ravioles-et-epinards_27992.aspx
Cassolette de ravioles,4.6,30,4.3k,71,20 min,4,très facile,bon marché,10 min,10 min,"['paquet de raviole de royan (rayon frais des supermarchés)', ""g de beurre à l'ail (beurre pour escargots, surgelé, vendu en supermarché)"", 'cuillères de crème fraîche', 'parmesan']","Faire cuire vos ravioles comme indiqué sur le paquet (2 mn à l'eau bouillante). Pendant ce temps, faites réchauffer la crème avec le beurre à l'ail. Egouttez vos ravioles et disposez-les dans des petits ramequins ou cassolettes, puis versez dessus le mélange crème/beurre à l'ail. Saupoudrez de parmesan en copeaux ou en poudre et faites dorer au grill du four environ 5 mn. C'est prêt !",aperitif/starter,https://www.marmiton.org/recettes/recette_cassolette-de-ravioles_25283.aspx
Terrine de campagne maison,4.8,4,839,52,2h45,6,Niveau moyen,Coût moyen,45 min,2 h,"['g de veau', 'g de chair à saucisse', 'g de foie de génisse', 'g de foie de porc', 'bardes de lard', 'oignons', 'échalotes', 'bouquet garni (thym et laurier)', 'cl de cognac', 'cl de gelée nature', 'crépine', 'poivre', 'sel', 'genièvre']","Hacher les foies de porc et génisse, ajouter la chair de veau plus la chair à saucisse. AJouter les 3 oignons et les 3 échalotes hachés, mélanger le tout. Saler, poivrer, rajouter 10 cl de cognac et les baies de genièvre. Rectifier l'assaisonnement si nécessaire. Tapisser les parois et le fond d'une terrine en terre des bardes de lard. Tasser la farce dans la terrine en prenant soin de mettre le thym et le laurier au fond de la terrine. Arroser la farce de 10 cl de cognac, déposer sur le pâté une crépine en double épaisseur. Mettre à cuire au bain marie dans le four pendant 2 heures à 150°C (thermostat 5) puis 1 heure à 220°C (thermostat 7). Laisser refroidir 1 heure puis ajouter 25cl de fond de volaille plus 25cl de gelée. Mettre au frigo pendant 24 heures. Bon appétit!",aperitif/starter,https://www.marmiton.org/recettes/recette_terrine-de-campagne-maison_36276.aspx
