title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,category,links
Cheesecake américain au coulis de fraise,4.5,40,4.1k,40,1h05,6,facile,bon marché,30 min,35 min,"['g de kiri', 'g de sucre', 'oeufs', ""ml d'extrait de vanille"", 'g de maïzena', 'g de crème fraîche épaisse', 'g de biscuit «graham crackers» ou de «digestive biscuits» écrasés (biscuits secs anglais, qui se vendent dans certains supermarchés au rayon ""produits du monde"")', 'g de beurre fondu', 'g de sucre']","1) Préchauffer le four à 205 degrés. 2) Mélanger les biscuits écrasés, le beurre fondu et 50 g de sucre. Garnir uniformément le fond d'un moule amovible avec le mélange obtenu. Mettre au réfrigérateur. 3) Mélanger les 150 g de sucre avec le Kiri jusqu’à obtention d’un mélange crémeux (mettre le Kiri quelques minutes au micro-ondes pour le ramollir et faciliter le mélange). Ajouter les oeufs, l’extrait de vanille et la Maïzena et mélanger. Enfin, incorporer la crème fraîche au mélange. Verser le mélange sur le fond de tarte préparé. 4) Faire cuire au four (205°C) pendant 35 mn. Vérifier la cuisson : le centre du cheesecake ne doit pas être totalement cuit (il doit bouger légèrement lorsque vous secouez le moule...). Eteindre le four et laisser le cheesecake refroidir à l’intérieur avec la porte du four ouverte. Mettre au frais pendant au moins 6 heures, démouler et servir avec un coulis de fraise.",dessert,https://www.marmiton.org/recettes/recette_cheesecake-americain-au-coulis-de-fraise_33982.aspx
Véritable Cheese Cake New Yorkais,4.3,186,12k,83,50 min,6,très facile,Coût moyen,10 min,40 min,"['g de biscuit spéculoos', 'g de beurre', 'kg de saint morêt', 'g de sucre', 'oeufs', 'cuillère à café de vanille liquide']","Préchauffer le four à 180°C (Thermostat 6). Passer les spéculoos au mixer pour obtenir une poudre, puis les mélanger au beurre fondu. Tapisser le fond d'un moule à gâteau (antiadhésif de préférence) avec le mélange, bien tasser, et faire cuire 10 min. Mélanger le St moret avec le sucre, les oeufs et la vanille (au mixer c'est mieux, afin d'obtenir une préparation presque liquide). Verser le mélange sur le fond de spéculoos cuit. Mettre au four 25 à 35 min selon la puissance du four (moins cela cuit, plus cela sera crémeux...). Laisser refroidir puis mettre au réfrigérateur pendant 4 h minimum.",dessert,https://www.marmiton.org/recettes/recette_veritable-cheese-cake-new-yorkais_34340.aspx
Cheesecake au citron,4.4,65,21k,38,1h30,10,très facile,bon marché,30 min,1 h,"['kg de fromage blanc à 20 %', 'oeufs moyens', 'citrons non traités', 'g de sucre', 'pot de gelée (ou marmelade) de citron', 'pincée de sel fin', 'g de gâteaux secs (type sablés)', 'g de beurre', 'cuillère à café de cannelle en poudre']","Préchauffez le four à thermostat 5/6 (160°C). Beurrez un moule fond à rond amovible. Couvrez le fond d'un cercle de papier sulfurisé. Mélangez à la spatule les biscuits grossièrement émiettés avec 130 g de beurre fondu et la cannelle. Garnissez le moule de pâte (bords compris) sur 5 mm d'épaisseur. Réservez au frais. Râpez finement le zeste des citrons. Mettez dans le bol d'un robot ménager puis mixer avec le fromage blanc, le sucre, les oeufs et le sel jusqu'à obtenir une masse légère et crémeuse. Répartissez le mélange dans le moule puis égalisez la surface à la spatule. Faites cuire pendant 1h10 environ au centre du four. Eteignez le four, laissez refroidir le biscuit, porte entrouverte. Dans une petite casserole, faites fondre la gelée de citron sur feu doux. Versez un demi-centimètre de gelée tiède sur la surface du gâteau. Réservez au réfrigérateur pendant 5h au moins. Démoulez le cheesecake sur un plat en le laissant posé sur le fond du moule. Servez bien frais.",dessert,https://www.marmiton.org/recettes/recette_cheesecake-au-citron_20601.aspx
Cheese cake (gâteau au fromage blanc) inratable,4.6,991,77k,995,1h25,8,très facile,bon marché,30 min,55 min,"['g de biscuit (petits bruns) émiettés', 'g de beurre doux fondu', 'cuillère à café de muscade râpée (si on aime)', 'g de fromage blanc (type faisselle)', 'g de sucre semoule', 'cuillères à soupe de farine', 'oeufs', 'cl de crème fraîche', ""cuillère à café d'extrait de vanille ou d'orange ou zeste de citron ...)""]","Préchauffez le four à 180°C (thermostat 6).
Tapissez de papier sulfurisé et préalablement beurré un moule de 23 cm de diamètre. Idéalement, le fond du moule doit être amovible, sinon, laissez bien dépasser le papier pour démouler facilement le gâteau en tirant dessus.
Mélangez les biscuits, la muscade et le beurre fondu. Tapissez le fond du moule de ce mélange en tassant bien avec le dos d'une cuillère. Placez au réfrigérateur. Battez la faisselle au fouet jusqu'à ce qu'elle soit lisse, puis ajoutez le sucre et la farine et les oeufs un par un. 
Ajoutez ensuite la crème et le parfum de votre choix. Versez cette préparation sur la croûte biscuitée (si la croûte ""dépasse"" de la crème, enlevez le surplus à la cuillère, cela risque de brûler). Enfournez pour 50-55 minutes de cuisson jusqu'à ce que la préparation au fromage soit ferme au toucher. Laissez refroidir, démoulez et servez frais.",dessert,https://www.marmiton.org/recettes/recette_cheese-cake-gateau-au-fromage-blanc-inratable_20518.aspx
Cheesecake cookie,3.6,5,6.8k,25,1h35,6,facile,bon marché,45 min,50 min,"['sachet de cookie aux pépites de chocolat (200 g)', 'g de beurre', 'g de fromage blanc', 'cl de crème fraîche', 'oeufs', 'g de sucre', 'cuillères à soupe de farine', ""cuillère à café d'extrait de vanille"", 'g de chocolat', 'sel', 'g de beurre', 'g de cassonade', ""cuillère à café d'extrait de vanille"", 'g de farine', 'cuillères à soupe de lait', 'g de chocolat', 'sel']","Préparation de la base.
Préchauffer le four à 180°C (thermostat 6). 
Dans un grand saladier, émietter les cookies et les mélanger avec le beurre mou. Placer un cercle à pâtisserie sur une plaque recouverte de papier cuisson et tapisser le fond avec la préparation. 
Réserver 10 minutes au frais. Préparation du cheesecake. Travailler le fromage blanc avec la crème jusqu'à l'obtention d'un mélange lisse. Ajouter le sucre, le sel, la farine et la vanille. Bien mélanger. Ajouter les oeufs un à un en mélangeant bien entre chaque ajout. Verser 1/3 de la préparation sur la base biscuitée, saupoudrer de pépites de chocolat puis verser à nouveau 1/3 de préparation, des pépites de chocolat et couvrir avec le reste de préparation.
Enfourner 50 minutes.
Laisser reposer minimum 4h au frais avant de démouler et de poser le glaçage. Préparation du glaçage. 
Travailler le beurre mou avec la cassonade et l'extrait de vanille. Ajouter la farine et le sel et bien mélanger. Ajouter le lait et les pépites de chocolat. Napper le tour du cheesecake avec la préparation. Lisser bien avec le plat d'un couteau ou une maryse. Déposer des morceaux de cookies sur tout le tour du cheesecake en les collant dans le glaçage.",dessert,https://www.marmiton.org/recettes/recette_cheesecake-cookie_346877.aspx
Brookie façon cheesecake,4.2,5,1.6k,58,3 h,6,facile,bon marché,30 min,2h05,"['g de chocolat', 'g de beurre de cacahuètes', 'g de sucre', 'oeufs', 'g de farine', 'g de noix', 'g de caramel au beurre salé', 'g de cassonade', 'oeufs', 'g de farine', 'sachet de levure', 'g de chocolat', 'pots de philadelphia', 'sel', 'cuillères à café de jus de citron', ""cuillères à café d'extrait de vanille"", 'g de sucre', 'g de crème liquide', 'g de chocolat']","Préchauffer le four à 180°C (thermostat 6).

Commencer par le brownie :
Faire fondre le chocolat, y ajouter le beurre de cacahuète. Saupoudrer de sucre, casser les oeufs et bien mélanger. Finir en ajoutant la farine et les noix. Étaler les 2/3 de cette préparation dans un fond de moule. Etaler le restant dans un autre moule. S'en suit le cookie :
Mélanger le beurre mou au sucre, y ajouter l’oeuf, bien mélanger. Ajouter la farine et la levure et bien mélanger. Détailler le chocolat en pépites et les incorporer à la pâte. Travailler la pâte avec les mains. Recouvrir le brownie d'un disque de pâte à cookie.
Couvrir également le petit brownie avec 1/3 de la pâte à cookie. Enfourner 25 minutes. A la sortie du four, laisser refroidir. Préparation de la cream cheese : 
Battre le fromage pour bien le détendre. Ajouter le sel, le jus de citron, la vanille et le sucre. 
Bien mélanger. Réserver. Battre la crème pour obtenir une crème fouettée bien ferme. 
Incorporer délicatement la crème fouettée au fromage. Verser la préparation sur le brookie et réserver au frais au moins 2h. Dressage. 
Une fois que le cheesecake est ferme, placer les morceaux de brookie restant tout autour du cheesecake, ou les émietter sur le dessus. Faire fondre le chocolat et le verser à l'aide d'une cuillère pour zebrer le dessus de cheesecake.",dessert,https://www.marmiton.org/recettes/recette_brookie-facon-cheesecake_348214.aspx
Cheesecake mascarpone spéculoos,4.4,20,3.0k,33,1h55,8,facile,Coût moyen,1 h,55 min,"['g de spéculoos', 'g de beurre allégé fondu', 'g de philadelphia cream cheese light (ou fromage frais type saint morêt light)', 'g de mascarpone', 'cuillères à café de fructose liquide', 'cuillères à soupe de farine', 'oeufs', 'cl de crème fraîche à 3% de mg', 'cannelle', 'citron', 'vanille', 'coulis de framboise', 'framboises fraîches']","Préchauffez le four à 180°C. Beurrez un moule à fond amovible de 25 cm de diamètre. Mélangez les spéculoos et le beurre fondu dans le mixeur jusqu'à ce que les spéculoos soient réduits en miettes. Tapissez le fond du moule de ce mélange en tassant bien avec le dos d'une cuillère. Mettez au réfrigérateur. Passez au mixeur le cream cheese et le mascarpone jusqu'à ce que ce soit lisse, puis ajoutez le fructose et la farine, puis les jaunes d'oeufs un par un. Ajoutez ensuite la crème et le parfum. Battez les blancs d'oeufs en neige et incorporez-les au mélange d'abord doucement à la main puis au mixeur. Versez sur le lit de speculoos. Faites cuire au four 50-55 min jusqu'à ce que ce soit ferme au toucher. Laissez refroidir au frigo, démoulez et servez frais en ajoutant les framboises et le coulis.",dessert,https://www.marmiton.org/recettes/recette_cheesecake-mascarpone-speculoos_71023.aspx
Cheesecake sans four,4.4,14,3.5k,11,45 min,6,Niveau moyen,Coût moyen,45 min,no data,"['g de biscuit anglais type digestive ou à défaut de spéculoos', 'g de beurre', 'g de fromage frais type philadephia, carré frais ou kiri', 'g de mascarpone', 'g de crème fleurette', 'feuilles de gélatine', 'g de sucre en poudre']","Mixer les biscuits + ajouter le beurre fondu, mettre dans un moule dans lequel on aura mis un papier sulfurisé, puis tasser légèrement. Mettre la gélatine à tremper dans l'eau froide. Battre au mixeur le carre frais + mascarpone + sucre. Chauffer 5 cl de crème fleurette + faire fondre les feuilles de gélatine essorées. Ajouter au mélange précédent. Battre la crème en chantilly et ajouter délicatement à la crème au fromage. Napper les biscuits de la crème, égaliser puis mettre au réfrigérateur pendant 12 heures. On peut servir avec un coulis de fruits rouge.",dessert,https://www.marmiton.org/recettes/recette_cheesecake-sans-four_38013.aspx
Cheesecake au chocolat,4.4,14,5.2k,14,1h30,6,très facile,bon marché,30 min,1 h,"['g de petit beurre', 'cuillères à soupe de cacao sucré', 'cuillères à soupe de beurre fondu', 'g de fromage blanc maigre égoutté', 'barquette de fromage type st moret', 'g de sucre en poudre', ""cuillère à café d'extrait de vanille"", 'oeufs jaunes et blancs séparés', 'g de chocolat noir à 70 %']","Préchauffez le four à 180°C. Pour la pâte : Émiettez les biscuits et mélangez-les avec le cacao et le beurre fondu, puis tassez-les dans le fond d'un moule à manqué tapissé de papier sulfurisé en une couche homogène. Pour la garniture : Mélangez les deux fromages, le sucre, la vanille et les jaunes d'oeufs. Battez les blancs en neige et incorporez-les délicatement. Versez ce mélange sur la pâte et cassez le chocolat en morceaux sur le dessus. Faites cuire environ une heure au four à 180C° et laissez refroidir complètement avant de déguster.",dessert,https://www.marmiton.org/recettes/recette_cheesecake-au-chocolat_23008.aspx
Bûche de Noël au pain d'épices,4.4,88,4.9k,41,12h20,8,facile,Coût moyen,20 min,12 h,"['g de chocolat noir', 'cl de crème liquide', ""tranches de pain d'épices"", ""cuillères à soupe de rhum et d'eau"", 'cuillère à café de mélange 4 épices']","Casser 2 tablettes de chocolat en morceaux et les faire fondre avec 8 cuillères à soupe d'eau au bain-marie. Ajouter les épices et laisser refroidir. Placer la crème au congélateur pendant 5 min, la battre au fouet électrique jusqu'à ce qu'elle soit ferme. L'incorporer délicatement au chocolat refroidi. Tapisser un moule à cake avec du papier étirable (cela facilitera le démoulage). Verser la moitié de la préparation dans le fond. Couvrer avec 4 tranches de pain d'épices trempées rapidement dans le mélange rhum/eau. Renouveler encore une fois l'opération (crème puis pain d'épices). Terminer par une fine couche de crème. Placer 12 heures au réfigérateur. Pour la décoration, faire fondre le chocolat restant au bain-marie sans ajouter d'eau. L'étaler en une mince couche sur une surface plane. Faire prendre au froid, puis racler la surface avec une lame de couteau pour former de larges copeaux. Pour servir, démouler la bûche et la décorer avec les copeaux.",dessert,https://www.marmiton.org/recettes/recette_buche-de-noel-au-pain-d-epices_13220.aspx
Pain d'épices facile,4.8,490,25k,191,50 min,8,très facile,bon marché,15 min,35 min,"[""g de miel (d'un goût assez fort, bruyère par exemple)"", 'cl de lait chaud', 'g de beurre fondu', 'g de farine', 'sachet de levure', 'g de cassonade', 'oeuf', 'pincée de sel', 'cannelle', 'gingembre', 'clou de girofle', 'muscade ...', 'noix', 'noisettes', 'amandes', 'noix de coco', ""écorce d'orange""]","Délayer le miel dans le lait chaud. Ajouter le beurre fondu, puis la farine en mélangeant énergiquement en cas de grumeaux. Incorporer alors la levure, la cassonade, l'oeuf et le sel. Ajouter les épices et les noix, selon les goûts. Verser dans un moule à cake Cuire 30 à 35 minutes.",dessert,https://www.marmiton.org/recettes/recette_pain-d-epices-facile_15915.aspx
Pommes caramélisées au pain d'épices,4.8,20,3.7k,21,30 min,6,très facile,bon marché,20 min,10 min,"['pommes golden', ""tranches de pain d'épices coupées en bâtonnets"", 'g de beurre', 'g de sucre de canne', 'cuillère à café de cannelle en poudre', 'g de crème fraîche']","Epluchez les pommes et les couper en quartiers. Dans la poêle, faites fondre 50 g de beurre. Ajoutez les quartiers de pommes, 50 g de sucre de canne, et la cannelle. Laissez cuire les pommes 10 mn. Les piquer avec un couteau pour vérifier la cuisson. Mettez-les dans un plat. Rincez la poêle. Faites fondre 30 g de beurre. Faites dorer les bâtonnets de pain d'épices, et ajoutez 30 g de sucre de canne. Lorsqu'ils sont bien croustillants et dorés, retirez du feu. Mélangez la crème et les 20 g de sucre canne restants. Disposez au centre de chaque assiette 5 ou 6 quartiers de pommes. Les recouvrir avec 2 bâtonnets de pain d'épices. Répartir la crème fraîche autour de ce dressage.",dessert,https://www.marmiton.org/recettes/recette_pommes-caramelisees-au-pain-d-epices_28133.aspx
Pain d'épices léger,4.6,219,8.8k,97,1h10,8,très facile,bon marché,10 min,1 h,"['g de farine de blé ou seigle', 'paquet de levure', 'g de miel', 'dl de lait', 'cuillère à café de cannelle', 'cuillère à café de mélange 4 épices', 'g de cassonade', 'morceau de gingembre confit']","Mélanger farine, levure, sucre, épices, puis diluer le miel dans le lait tiédi. Rajouter à la préparation le gingembre coupé en petites lamelles. Mettre au four à 170°C pendant 1h dans un moule à cake préalablement graissé.",dessert,https://www.marmiton.org/recettes/recette_pain-d-epices-leger_15837.aspx
Biscuits boutons pain d'épices,5,1,144,0,40 min,20,facile,bon marché,30 min,10 min,"['g de farine', 'g de beurre', 'g de sucre', 'g de cassonade', 'g de miel', 'oeuf battu', 'cuillère à café de levure', 'cuillère à café de gingembre', 'cuillère à café de cannelle', 'cuillère à café de muscade rapée', 'pincée de sel']","Préchauffer le four à 200°C (thermostat 6-7). 
Mélanger la farine, la levure, le sel et les épices. Faire fondre le beurre en morceaux dans une casserole. 
Laisser tiédir avant de mélanger avec le sucre, le miel et les oeufs battus. Ajouter alors le mélange sec avec la farine et les épices. Bien mélanger. Travailler la pâte directement sur le plan de travail fariné. Pétrir la pâte avec les mains et ajouter de la farine si besoin pour obtenir une boule de pâte qui ne colle pas. Etaler la pâte sur le plan de travail bien fariné et découper des disques de pâte à l'emporte-pièce. Avec un petit verre retourné (ou autre), appuyer légèrement à l'intérieur de chaque disque pour former le ""cran"" du bouton, puis faire 2 trous au milieu avec un pique en bois. Déposer les biscuits sur une plaque recouverte de papier cuisson, et enfourner 8-10 minutes. Les biscuits doivent être légèrement dorés.",dessert,https://www.marmiton.org/recettes/recette_biscuits-boutons-pain-d-epices_371599.aspx
Crème brûlée au pain d'épice,4.4,34,3.2k,7,1h15,4,facile,bon marché,15 min,1 h,"[""g de pain d'épices"", 'cl de crème liquide', 'cl de lait entier', ""jaunes d'oeuf"", 'oeuf', 'g de sucre', 'g de cassonade']","Mettre le lait et la crème liquide dans une casserole et chauffer jusqu'à ébullition. Battre énergiquement les jaunes d'oeufs, l'oeuf entier et le sucre. Ajouter le mélange obtenu dans la casserole, et le pain d'épices que vous aurez émietté. Verser la préparation dans des ramequins et faire cuire au bain-marie (four à thermostat 3/4, soit environ 100°C) pendant une heure environ. Une fois cuits et refroidis, mettre les ramequins au réfrigérateur. Avant de servir, saupoudrer les crèmes bien froides de cassonade et les mettre 2/3 mn dans le four (position grill) à 250°C. Vos crèmes seront prêtes à être dégustées!",dessert,https://www.marmiton.org/recettes/recette_creme-brulee-au-pain-d-epice_21934.aspx
Pain d'épices,4.8,1040,46k,178,1h30,6,facile,Coût moyen,30 min,1 h,"['g de miel', 'g de farine', 'g de sucre en poudre', 'sachet de levure chimique', 'sachet de sucre vanillé', ""cuillère à café d'anis vert"", 'cuillère à café de muscade râpée', 'cuillère à café de cannelle en poudre', 'cuillère à café de gingembre en poudre', 'cuillère à café de quatre-épices', 'oeufs', 'cl de lait']","Faites chauffer 250 g de miel à la casserole ou au micro-ondes. Mélangez la farine avec la levure chimique, les deux sucres et les épices. Ajoutez le miel chaud (en remuant idéalement avec une cuillère en bois). Incorporez petit à petit 2 oeufs, puis un peu de lait juste tiède pour amalgamer le tout. Préchauffez le four à 160°C (thermostat 5-6). Versez la préparation dans un moule à cake bien beurré et fariné. Enfournez et laissez cuire pendant 1h à 1h15. Démoulez le pain d'épices lorsqu'il a totalement refroidi. Attendez 24 heures au minimum avant de le déguster. Il se garde une semaine, enveloppé dans du papier d'aluminium.",dessert,https://www.marmiton.org/recettes/recette_pain-d-epices_11087.aspx
Pain d' épices alsacien,4.7,19,5.6k,8,1h30,10,difficile,assez cher,1 h,30 min,"['g de farine', 'g de miel', 'g de sucre', 'g de beurre', ""g d'amandes râpées"", 'g de citron confites', 'g de cédrat confites', ""g d'écorces d'oranges confites"", 'g de cannelle en poudre', ""cuillère à soupe d'anis moulu"", 'cuillère à soupe de cardamome moulu et de gingembre en poudre', 'citrons non traités', 'muscade râpée', 'pincée de poivre', 'pincée de sel', 'sachet de levure chimique', 'citrons (pour leur jus)', 'dl de kirsch', 'sucre glace']","* Chauffer le sucre et le miel dans une casserole à feu doux en mélangeant puis laiser tiédir. * Ajouter hors du feu les amandes + les écorces confites + les épices + le poivre + le sel + le beurre ramolli + les zestes de citrons. * A part mélanger la farine et la levure puis incorporer la au mélange précédent en mélangeant jusqu'à obtention d'une pâte compacte. * Ajouter le kirsch et le jus de citron. * Couvrir et laisser reposer 8 jours au frais. * Puis étaler la pâte sur une plaque beurrée (épaisseur 0,5 cm). * Faire cuire 15 mn à 180°C. * Dès la sortie du four badigeonner la surface avec un glaçage (sucre glace + jus de citron). * Le glaçage une fois durcit couper des rectangles",dessert,https://www.marmiton.org/recettes/recette_pain-d-epices-alsacien_19131.aspx
Nougat glacé,4.9,183,9.2k,656,35 min,6,très facile,bon marché,30 min,5 min,"['oeufs', 'cl de crème fleurette', 'g de sucre', ""g de miel d'acacia"", ""g d'amandes"", 'g de pistaches']","Faire griller les pistaches et les amandes dans une poêle, les poudrer de sucre et laisser caraméliser. Séparer les blancs des jaunes. Faite chauffer le miel. Fouetter les blancs en neige puis ajouter le miel bouillant. Ajouter le reste du sucre aux jaunes et fouetter. Incorporer les blancs. Fouetter la crème en chantilly et l'ajouter à la 1ère préparation. Puis enfin mettre les pistaches et les amandes concassées. Mettre dans un moule à cake de préférence en silicone sinon mettre un film alimentaire au fond du moule afin de pouvoir démouler le nougat plus facilement. Mettre au congélateur au moins 12 h avant de servir.",dessert,https://www.marmiton.org/recettes/recette_nougat-glace_19871.aspx
Marquise glacée au chocolat noir et aux amandes,4.8,4,5.0k,58,25 min,6,facile,bon marché,25 min,no data,"['g de chocolat à 70 % de cacao', 'g de beurre pommade', 'oeufs', ""g d'amandes émondées"", 'cuillère de café de café fort']","Prévoir 6 h de congélation. Faire fondre le chocolat avec le café (bain-marie ou micro-ondes). Faire griller les amandes dans une poêle. Ajouter le beurre mou au chocolat, puis incorporer les jaunes d'oeufs un par un. Battre les blancs en neige ferme et ajouter une cuillère à la préparation précédente, sans précaution. Incorporer le reste des blancs très délicatement. Ajouter les amandes grillées et verser l'appareil dans un moule beurré. Mettre au congélateur au moins 6 H. Pour démouler, passer rapidement le moule sous l'eau chaude.",dessert,https://www.marmiton.org/recettes/recette_marquise-glacee-au-chocolat-noir-et-aux-amandes_22605.aspx
Parfait glacé onctueux au café,4.8,13,4.6k,22,40 min,6,facile,bon marché,40 min,no data,"['g de café soluble', 'cl de café expresso froid', 'g de sucre semoule', 'cl de crème liquide', 'grain de café', 'oeufs']",Casser les oeufs en séparant les blancs des jaunes. Incorporer le sucre aux jaunes et fouetter jusqu'à ce que le mélange blanchisse. Mélanger le café et le café soluble puis ajouter aux jaunes montés. Fouetter la crème dans un saladier rafraîchi jusqu'à obtention d'une chantilly assez ferme. Ajouter delicatement à la préparation. Battre les blancs en neige ferme et incorporer délicatement au mélange précédent. Verser dans un moule (par exemple moule à cake) tapissé de film alimentaire et laisser prendre au congélateur pendant au moins 4 heures. Démouler le parfait 10 minutes avant de servir et décorer avec des grains de café ou bien du chocolat râpé.,dessert,https://www.marmiton.org/recettes/recette_parfait-glace-onctueux-au-cafe_60334.aspx
Bûche glacée choco-framboise,4.8,12,2.9k,63,1 h,7,très facile,bon marché,1 h,no data,"['l de glace au chocolat', 'l de framboises', 'crème fraîche fouettable', 'meringues', 'g de biscuit (petits beurre, spéculoos, sablés...)', 'framboises surgelées', 'coulis de framboise']","Dans un moule à cake d'1 litre (pour connaître le volume : remplissez le moule d'eau, car 1 k g d'eau = 1 litre). Préferez un moule en silicone, plus aisé au démoulage. Sinon, tapissez de film alimentaire votre moule habituel. Remplissez le moule de glace au chocolat ramollie, mais pas fondue! Placez-le au congélateur pendant 1 à 2 h. Quand la glace a un peu redurcie, creusez une gouttière à l'aide d'une cuillère. Remplissez la goutière de sorbet à la framboise ramolli. Et placez au congélateur encore 1 à 2 h. Quand la glace a un peu redurci, recouvrez avec la glace au chocolat qui constituait la gouttière. Ne remplissez pas jusqu'en haut! Mixez les biscuits avec un peu de crème fraîche, de manière à obtenir une pâte constitante. Couvrez-en la bûche, et replacez au congélateur. Démoulez la bûche, recouvrez-la de meringue concassée, et décorez de framboises surgelées et de chantilly (avec 1 poche à douille, c'est plus joli!). Replacez au congélateur. Servez la bûche avec de la chantilly et du coulis de framboise. Miam...",dessert,https://www.marmiton.org/recettes/recette_buche-glacee-choco-framboise_44189.aspx
"Parfait glacé à la pistache, sablé croquant et coulis de mangue",5,1,0,0,1 h,6,facile,bon marché,1 h,no data,"['g de pistaches californiennes non salées alesto', 'g de mangue bien mûre', 'g de farine de blé', 'g de beurre', 'g de sucre en poudre', 'cl de lait demi-écrémé', 'cl de crème fleurette', ""jaunes d'oeuf"", 'g de gélatine en feuilles', 'gousse de vanille', 'citron']","Préparez le sablé. Préchauffez le four à 180 °C. Dans un saladier, mélangez à la main la farine, le beurre mou, 30 g de sucre et 2 jaunes d’oeufs. Étalez la pâte au rouleau entre 2 feuilles de cuisson. Enfournez 15 min. Sortez la pâte et découpez des ronds au diamètre de vos moules en silicone. Réalisez les parfaits. Faites bouillir le lait avec la gousse de vanille fendue et les grains. Dans un bol, fouettez 3 jaunes d’oeufs avec 30 g de sucre. Versez-y le lait bouillant puis transvasez le tout dans une casserole et chauffez jusqu’à ce que le mélange nappe la spatule. Placez la gélatine dans un bol d’eau froide, essorez-la et faites-la fondre dans la crème encore chaude en mélangeant. Laissez refroidir. Montez la crème fleurette en chantilly dans un cul de poule bien froid. Incorporez-la à la crème anglaise, ajoutez 50 g de pistaches concassées. Versez dans les moules. Congelez au moins 1 h. Préparez le coulis de mangue. Coupez la mangue en morceaux, réduisez-les en purée au blender. Versez le jus de citron et un peu d’eau pour allonger si besoin. Réservez au frais. Au moment de servir, faites torréfier le reste des pistaches concassées à la poêle en remuant à la cuillère en bois. Démoulez les parfaits dans des assiettes creuses, placez-les sur des ronds de pâte sablée, saupoudrez de pistaches torréfiées et versez le coulis de mangue tout autour.",dessert,https://www.marmiton.org/recettes/recette_parfait-glace-a-la-pistache-sable-et-coulis-de-mangue_529245.aspx
"Buche glacée carambar, vanille et nougatine (sans sorbetière)",4.9,28,2.5k,34,1h40,10,difficile,Coût moyen,1h40,no data,"['g de carambar© déshabillés = 24', 'cl de crème liquide entière', 'sachets de sucre vanillée', 'g de lait', 'oeufs', 'gousses de vanille', 'cl de crème liquide entière', 'g de sucre', 'sachets de sucre vanillé', 'oeufs', ""g d'amandes effilées concassées"", 'g de noisettes concassées', 'g de sucre en poudre', ""cuillères à soupe d'eau"", 'cuillères à café de vinaigre', 'g de chocolat noir']","1 journée avant faire infuser la vanille dans la crème (pour la glace vanillé). Faire aussi un gabarit du moule a cake sur un papier sulfurisé (on le huile ra avant de faire la nougatine) Glace aux carambars: Casser les œufs en séparant les blancs des jaunes. Incorporer le sucre aux jaunes et fouetter jusqu'à ce que le mélange blanchisse. Dans une petite casserole, faites chauffer à feu doux le lait avec les carambars sans cesser de remuer. Vous devez obtenir une de sauce crémeuse au caramel. Laissez tiédir ; ajouter au mélange blanchit. Fouetter la crème nature jusqu'à obtention d'une chantilly ferme. Ajouter délicatement à la préparation. Battre les blancs en neige ferme et incorporer délicatement au mélange précédent. Couler dans une bouteille en plastic (coupée en 2 et de la longueur du moule à cake) placé dans le moule pour éviter qu’elle bouge. Laisser prendre au congélateur pendant au moins 4 heures. Au bout des 3h30 faire la glace à la vanille, mais pour l’instant, à nous la nougatine : Nougatine: Huiler 2 feuilles de papier sulfurisé ainsi que le gabarit du moule a cake. Dans une poêle torréfier les amandes et les noisettes concassées. Dans une casserole mettre le sucre l'eau et le vinaigre ; faire cuire le tout à feu vif , faut que ça mousse ! Attendre que cela se transforme en caramel. Quant le caramel et prêt y jeter les amandes et les noisettes. Mélanger le tout et mettre sur le papier sulfu huilé, un deuxième par-dessus et faire une belle plaque lisse avec le rouleau à pâtisserie, dès qu’elle est tiède, enlever le deuxième papier cuisson, mettre notre gabarit et couper, si elle est encore tiède, vous pouvez à l’aide d’emporte pièce faire des forme (pour la déco finale)  et attendre que cela refroidisse. Glace à la vanille: Casser les œufs en séparant les blancs des jaunes. Incorporer le sucre aux jaunes et fouetter jusqu'à ce que le mélange blanchisse. Fouetter la crème vanillée jusqu'à obtention d'une chantilly assez ferme. Ajouter délicatement à la préparation. Battre les blancs en neige ferme et incorporer délicatement au mélange précédent. Démouler la glace aux carambars et réserver, Couler dans le moule à cake (qu’on aura au préalable recouvert de film étirable) les 2/3 de glace à la vanille ; y positionner la glace aux carambars en appuyant pour qu’elle prenne bien sa place au milieu de la glace a la vanille, mettre dessus la nougatine et finir par couler le reste de glace vanille ; égaliser et laisser prendre 24 heures. Protéger avec un film plastic Glaçage au chocolat noir : (après une journée de congélation) Faire fondre le chocolat au bain marie, entre 40 et 50° et le refroidir aussitôt dans un bain marie d’eau glacée. Démouler la buche et la napper de chocolat refroidit. Filmer et mettre de nouveau au congélateur ou décorer pour servir. Sortir la buche 10 à 15 minutes avant de servir Profiter de ce temps pour la décoration",dessert,https://www.marmiton.org/recettes/recette_buche-glacee-carambar-vanille-et-nougatine-sans-sorbetiere_164597.aspx
